id,y
1,1
2,2
3,1
4,2
5,2
6,3
7,1
8,2
9,1
10,1
11,1
12,2
13,1
14,1
15,1
16,1
17,3
18,2
19,1
20,1
21,1
22,1
23,1
24,3
25,2
26,3
27,1
28,1
29,1
30,3
31,2
32,1
33,2
34,3
35,1
36,1
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,3
45,3
46,1
47,1
48,1
49,1
50,1
51,1
52,1
53,1
54,2
55,3
56,1
57,1
58,1
59,1
60,3
61,1
62,1
63,2
64,3
65,1
66,2
67,1
68,2
69,1
70,1
71,3
72,1
73,1
74,2
75,2
76,2
77,1
78,1
79,1
80,2
81,2
82,1
83,3
84,2
85,2
86,1
87,1
88,3
89,1
90,1
91,1
92,1
93,1
94,2
95,2
96,1
97,1
98,2
99,2
100,2
101,3
102,1
103,1
104,2
105,1
106,1
107,2
108,1
109,1
110,1
111,3
112,1
113,1
114,1
115,1
116,1
117,1
118,3
119,2
120,1
121,2
122,1
123,1
124,1
125,2
126,1
127,2
128,3
129,1
130,1
131,1
132,1
133,3
134,1
135,1
136,2
137,2
138,2
139,1
140,3
141,1
142,2
143,2
144,1
145,3
146,1
147,1
148,3
149,2
150,1
151,2
152,1
153,1
154,2
155,1
156,1
157,1
158,1
159,1
160,2
161,1
162,2
163,3
164,2
165,2
166,1
167,1
168,2
169,2
170,2
171,1
172,1
173,1
174,1
175,3
176,2
177,3
178,3
179,1
180,1
181,2
182,2
183,1
184,1
185,1
186,2
187,1
188,2
189,2
190,1
191,1
192,1
193,3
194,1
195,2
196,1
197,1
198,1
199,2
200,3
201,3
202,1
203,1
204,3
205,2
206,3
207,1
208,1
209,2
210,3
211,1
212,1
213,3
214,1
215,3
216,1
217,1
218,1
219,3
220,1
221,1
222,1
223,1
224,1
225,2
226,1
227,3
228,1
229,1
230,1
231,1
232,1
233,1
234,1
235,1
236,2
237,2
238,1
239,1
240,2
241,2
242,2
243,1
244,2
245,1
246,1
247,2
248,1
249,1
250,1
251,1
252,2
253,1
254,1
255,1
256,1
257,1
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,2
266,2
267,2
268,2
269,2
270,1
271,1
272,1
273,2
274,1
275,2
276,2
277,2
278,1
279,1
280,1
281,1
282,1
283,3
284,2
285,1
286,2
287,2
288,1
289,3
290,2
291,1
292,1
293,3
294,1
295,1
296,3
297,1
298,1
299,1
300,1
301,2
302,2
303,1
304,1
305,2
306,3
307,1
308,1
309,2
310,2
311,1
312,2
313,1
314,3
315,2
316,2
317,1
318,2
319,2
320,2
321,1
322,1
323,1
324,3
325,1
326,1
327,1
328,2
329,3
330,2
331,1
332,1
333,2
334,2
335,1
336,1
337,1
338,2
339,1
340,1
341,1
342,1
343,1
344,2
345,2
346,2
347,2
348,1
349,1
350,1
351,1
352,3
353,1
354,1
355,2
356,1
357,1
358,1
359,3
360,1
361,2
362,1
363,1
364,1
365,1
366,1
367,1
368,1
369,3
370,2
371,1
372,1
373,1
374,1
375,1
376,2
377,1
378,2
379,1
380,1
381,1
382,1
383,2
384,1
385,1
386,3
387,2
388,1
389,1
390,1
391,2
392,1
393,1
394,2
395,1
396,1
397,2
398,2
399,2
400,2
401,1
402,2
403,1
404,1
405,1
406,2
407,1
408,1
409,3
410,3
411,2
412,1
413,1
414,2
415,3
416,1
417,3
418,1
419,1
420,3
421,1
422,1
423,1
424,1
425,1
426,1
427,1
428,3
429,1
430,1
431,2
432,2
433,1
434,3
435,1
436,1
437,2
438,2
439,2
440,2
441,2
442,2
443,2
444,1
445,2
446,1
447,3
448,2
449,2
450,1
451,1
452,3
453,1
454,1
455,1
456,1
457,2
458,1
459,1
460,1
461,1
462,2
463,3
464,2
465,3
466,1
467,1
468,1
469,1
470,2
471,2
472,1
473,1
474,2
475,1
476,1
477,1
478,1
479,2
480,2
481,2
482,1
483,1
484,1
485,2
486,3
487,1
488,1
489,1
490,1
491,2
492,1
493,1
494,1
495,2
496,2
497,1
498,1
499,1
500,1
501,1
502,2
503,1
504,2
505,2
506,3
507,2
508,1
509,1
510,1
511,1
512,1
513,2
514,1
515,2
516,3
517,1
518,1
519,2
520,1
521,1
522,2
523,1
524,1
525,2
526,1
527,1
528,2
529,2
530,2
531,2
532,2
533,1
534,1
535,2
536,1
537,3
538,1
539,3
540,2
541,1
542,1
543,2
544,2
545,2
546,3
547,1
548,1
549,2
550,2
551,2
552,3
553,2
554,1
555,3
556,1
557,2
558,1
559,2
560,2
561,1
562,2
563,2
564,1
565,2
